新聞來源,網址,第一次抓到時間,資料更新時間,標題,內容
5,http://iservice.libertytimes.com.tw/liveNews/news.php?no=974898&type=%E8%B2%A1%E7%B6%93,1395710713,1395710769,3/25 重要財經新聞一覽,"自由時報財經︰財金首長口水鎮壓 想嚇唬誰 \n\n針對反服貿學運，金管會、經濟部等財金部會近來輪番採取經濟恐嚇攻勢，金管會昨天主動發布聲明強調，學運攻占立法院以來，台股市值已蒸發五千多億元；經濟部次長杜紫軍語帶威脅說，若罷工一日，將損失一千兩百億產值，外資會卻步；國發會主委管中閔也幫腔說，罷工非同小可，對經濟影響很大。\n\n詳見<a href=""http://www.libertytimes.com.tw/2014/new/mar/25/today-e1.htm"">財金首長口水鎮壓 想嚇唬誰</a>\n\n蘋果日報財經︰提早動作 Fed暗示明春升息 \n\n服貿抗爭爆發衝突事件，市場擔心恐衝擊昨天台股，但在外資力挺買超71億元，政府基金配合拉抬期貨及權值股，指數逆轉翻紅收復8600點。法人認為，服貿抗爭僅是短期消息面衝擊，建議可趁第2季逢低布局，預估下半年指數區間上移至8800~9000點，以電子股較有機會。\n\n聯合報財經︰學運紛擾 台股小紅買超71億\n\n太陽花學運越演越烈，昨天加權指數開盤後一度跌破季線，所幸在政府基金進場與外資法人反手加碼下，終場指數上漲28點，以8605點作收，重新站上8600點與季線之上。\n\n中國時報財經︰不畏衝突 外資砸錢挺服貿 \n\n學生擴大抗爭服貿協議，造成國內政經環境紛擾不斷，但外資卻持續力挺服貿可望過關，並看好台股因此繼續往上衝。巴克萊證券表示，台股短線確實有壓力，但全年上看9500點目標指數不變，科技股也將優於傳產與金融股。\n\n經濟日報頭版︰不怕政盪 外資危機入市 \n\n318學運對台股的影響昨（24）日轉折，在外資強力買超71億元拉抬下，台股昨天開低走高收小紅。外資圈認為，台股中長線利多環伺，短線拉回是進場買點，後市仍正向看待。\n\n工商時報頭版︰和碩發豪語 今年再賺翻 \n\n和碩去（2013）年獲利達95.54億、逼近百億元水準，比2012年暴增近5成，全年EPS為4.16元，創下與華碩分家後新高；儘管部分法人對和碩今年表現看法偏保守，估EPS只有4.06元，但執行長程建中昨（24）日強調，「實在太保守」，今年不論是EPS、股東權益報酬率（ROE）、獲利淨利率，都會高於去年。\n\n星島日報財經︰人行出手護航 內銀起飛 \n\n積弱多時的內銀股終獲人民銀行「眷顧」。人行出手整治支付寶、虛擬信用卡產品等網上金融；加上市場憧憬內銀可成為發行優先股的試點，雙重利好消息下，刺激內銀股爆上，成港股升市火車頭，建行（939）、招行（3968）漲逾3%，帶動恒指大升409點，收報21846點。\n\n東方日報財經︰大鱷炒人幣挾到癲\n\n自人行上周初擴闊人民幣每日波動區間至2%後，人民幣在岸價（CNY）經歷彈珠跳驚險場面，繼首周挫1.2%後，昨尾市一小時突然急彈362點子至1美元兌6.1888元（人民幣‧下同）收市，單日漲0.58%，為30個月以來最大漲幅。押注人民幣單邊升值的投資者雖似暫鬆一口氣，但分析指人民幣仍會步向6.3元危險關口，短線續有貶值壓力。"
7,http://www.nownews.com/n/2014/03/25/1163555,1395710721,1395710770,場外觀察／濺血散人潮　學者怒：江宜樺敢回教室上課嗎？,"<a href=""/search/圖、文／李鴻典"">圖、文／李鴻典</a>\n\n行政院流血之夜後，24日午間，記者四度前進國會現場，行政院立法院周邊，管制依舊，只是，無論是青島東路，或是濟南路，人潮明顯少了許多，青島東上的塑膠椅，更是倒了一地，一名立委跟我說，「那樣打，學生怎能不怕？」我想起一部描繪三國漫畫的一句詞：「兵敗如山倒」？馬江的算盤已然達成？\n\nhttp://s.nownews.com/media_crop/20883/hash/d8/15/d8152069b3990e0cbb4303a044144896.jpg\n\n▲24日午間，青島東路上人潮明顯變少。\n\n歷史不能遺忘，於是，當年，台灣大學政治系教授江宜樺在2006紅衫軍時，一篇投書被拿出來在網路上流傳。江教授是這麼寫的：憲政民主的核心意義是「統治者不得濫權」，而不是「濫權者可以得到任期保障」。憲政主義要求我們檢視集會遊行法有無違憲，而非要求我們順服於具有違憲嫌疑的惡法。如果只因為台灣已經將選票普及於每一個人，而國會議員已經全面且定期地改選，就要求人民不該再有上街頭抗議的念頭，那顯然是低估了維繫民主社會所需要的動能。\n\n//1-ps.googleusercontent.com/h/www.gstatic.com/psa/static/1.gif\n\n▲衝突過後，24日近午時分，行政院周邊管制依舊。\n\n經驗必須記取，江教授還這麼寫：如果只因為憂慮群眾運動必然具有的非理性性格，以及群眾運動所可能造成的社會不安，就想徹底否定群眾運動在民主體制中的地位，恐怕會掉入霍布斯式專制主義的思惟。無論如何，筆者很難想像「靜坐」的群眾如何能「衝進總統府」？手無寸鐵的抗議者如何能完成「流血的革命」？而靜坐前還拼命在訓練義工維持秩序的人民運動，為何要去為軍警的武力鎮壓及不特定支持者與反對者的衝突負責？\n\n//1-ps.googleusercontent.com/h/www.gstatic.com/psa/static/1.gif\n\n▲24日近午時分，學生依舊守住議場。\n\n//1-ps.googleusercontent.com/h/www.gstatic.com/psa/static/1.gif\n\n▲24日近午時分，陳為廷林飛帆與學生依舊堅守議場。\n\n我一邊讀著這篇文章，一邊持續在場邊觀察著。23日晚，看到學生按耐不住，轉往行政院，當時，我在臉書紀錄下「擔心，放攻，蒐證，違法，逮人，然後，分化，抹黑，暴力，過關。」引君入甕？不得而知。流血之後，臉書上滿滿皆是相關畫面，意見正反兩極，一個學姊說：我看了好難過，民主這麼的脆弱。我倒是對學姊說：「我們可以難過但毋須喪志」，因為，台灣民主很堅實，不是幾棒能打碎的。\n\n//1-ps.googleusercontent.com/h/www.gstatic.com/psa/static/1.gif\n\n▲立法院周邊的海報。\n\n2014年3月24日，時間11:21。我走在濟南路上，對照前幾天，很空，我的心很盪。沒有感想，沒有評論，此刻，你可以坐在電視機前看著畫面笑罵：「拜託，違法衝行政院，沒腦，被打活該。」你可以裝大人說：「拜託，大人世界不是你們這些小孩想來就來想去就去。」你可以置身事外說：「拜託，我還要上班，你們卻在翹課，真是不乖。」你也可以更了不起地說：「拜託，那些小屁孩，被利用了還不自知。」這是民主國家，你有發言的自由，但我也拜託你，不要用瞧不起或訕笑地態度，輕易地指責這些清楚知道自己在做什麼的勇敢的孩子。\n\n//1-ps.googleusercontent.com/h/www.gstatic.com/psa/static/1.gif\n\n▲24日近午時分，青島東路學生聚集發表對衝突的感想。\n\n//1-ps.googleusercontent.com/h/www.gstatic.com/psa/static/1.gif\n\n▲蛇籠拒馬。\n\n?\n\n1\n<a href=""http://www.nownews.com/n/2014/03/25/1163555/2"">2</a>\n<a href=""http://www.nownews.com/n/2014/03/25/1163555/2"">></a>"
5,http://iservice.libertytimes.com.tw/liveNews/news.php?no=974899&amp;type=%E6%94%BF%E6%B2%BB,1395711324,1395711369,遍地開花》男子淋汽油 揚言引火自焚被制止,"〔本報訊〕反服貿抗爭現場有人揚言自殺！59歲江姓男子今天上午8時許，在立法院群賢樓外提著汽油桶，揚言引火自焚，民眾見狀後趕緊報警，警方趕到現場，立刻將他壓制在地、灌礦泉水稀釋汽油濃度，隨後被帶回警局。\n\n\n<a href=""http://iservice.libertytimes.com.tw/2013/specials/stp/list.php?rno=4"">【抗議服貿黑箱 學生佔領國會─「佔領國會」專區】</a>\n\n<a href=""http://iservice.libertytimes.com.tw/2013/specials/stp/list.php?rno=6"">【抗議服貿黑箱 學生佔領國會─「遍地開花」專區】</a>"
8,http://udn.com/NEWS/BREAKINGNEWS/BREAKINGNEWS6/8569872.shtml,1395711335,1395711371,社會憂成下一個香港 經長：台、港不同,【聯合晚報╱記者盧沛樺╱即時報導】\n2014.03.25 09:30 am\n太陽花學運反對黑箱服貿，獲國際支持，不少港人來台聲援，呼籲不要讓台灣成下一個香港。經濟部長張家祝首度回應，台灣與香港不同，中國大陸與香港地理位置緊鄰，「坐火車就能到」；反觀台灣，連觀光客都有總額限制。張家祝強調，我國管制比香港「嚴太多了」，也矢言做好事前審查與事後管理工作。\n張家祝說，民國98年簽署ECFA以來，已陸續開放27項服務業，截至去年底，共計核准投資495件，85%是有正常營運，6家已經受到主管機關處罰或取消許可，另有30多家經營不善準備歇業。
8,http://udn.com/NEWS/BREAKINGNEWS/BREAKINGNEWS6/8569872.shtml,1395711335,1395722455,社會憂成下一個香港 經長：台、港不同,【聯合晚報╱記者盧沛樺╱即時報導】\n2014.03.25 11:45 am\n太陽花學運反對黑箱服貿，獲國際支持，不少港人來台聲援，呼籲不要讓台灣成下一個香港。經濟部長張家祝首度回應，台灣與香港不同，中國大陸與香港地理位置緊鄰，「坐火車就能到」；反觀台灣，連觀光客都有總額限制。張家祝強調，我國管制比香港「嚴太多了」，也矢言做好事前審查與事後管理工作。\n張家祝說，民國98年簽署ECFA以來，已陸續開放27項服務業，截至去年底，共計核准投資495件，85%是有正常營運，6家已經受到主管機關處罰或取消許可，另有30多家經營不善準備歇業。
9,http://news.tvbs.com.tw/entry/525594,1395711348,1395711371,太陽花學運　美國務院：支持民主活力,台灣太陽花學運，在學生攻佔行政院後爆發衝突，美國國務院副發言人在今天的例行簡報表示，美國支持台灣的民主活力，也期望台灣內部關於服貿的討論能夠和平、文明。\n\n\n台灣學生抗議黑箱反服貿，攻佔行政院遭警方強行驅離，美國國務院副發言人表示，美國支持台灣的民主，期望台灣內部針對服貿的討論，可以以和平方式進行。\n\n\n美國國務院副發言人哈夫：「我們當然支持台灣充滿活力的民主，可以容許各項議題，以這種健全的政治對話來進行，我想關於你所提到的服貿協議，相關議題應該由台灣來決定，我們希望相關討論可以以和平、文明的方式來進行。」\n\n\n美方採取不介入的態度，認為服貿協議應由台海雙方來決定，鼓勵兩岸針對降低緊張關係持續進行建設性對話，並且表示現階段，並不擔心大規模示威會造成台灣內部的不穩定。\n
9,http://news.tvbs.com.tw/entry/525594,1395711348,1395715019,太陽花學運　美國務院：支持民主活力,/static/forum_attachment/img/FILE_DB/newsphoto/shihwei8@tvbs.com.tw/201403/2014032510352794.JPG\n\n\n\n台灣太陽花學運，在學生攻佔行政院後爆發衝突，美國國務院副發言人在今天的例行簡報表示，美國支持台灣的民主活力，也期望台灣內部關於服貿的討論能夠和平、文明。\n\n\n台灣學生抗議黑箱反服貿，攻佔行政院遭警方強行驅離，美國國務院副發言人表示，美國支持台灣的民主，期望台灣內部針對服貿的討論，可以以和平方式進行。\n\n\n美國國務院副發言人哈夫：「我們當然支持台灣充滿活力的民主，可以容許各項議題，以這種健全的政治對話來進行，我想關於你所提到的服貿協議，相關議題應該由台灣來決定，我們希望相關討論可以以和平、文明的方式來進行。」\n\n\n美方採取不介入的態度，認為服貿協議應由台海雙方來決定，鼓勵兩岸針對降低緊張關係持續進行建設性對話，並且表示現階段，並不擔心大規模示威會造成台灣內部的不穩定。\n\n\n/static/forum_attachment/img/FILE_DB/newsphoto/shihwei8@tvbs.com.tw/201403/20140325103522836.JPG\n
9,http://news.tvbs.com.tw/entry/525594,1395711348,1395718716,太陽花學運　美國務院：支持民主活力,台灣太陽花學運，在學生攻佔行政院後爆發衝突，美國國務院副發言人在今天的例行簡報表示，美國支持台灣的民主活力，也期望台灣內部關於服貿的討論能夠和平、文明。\n\n\n台灣學生抗議黑箱反服貿，攻佔行政院遭警方強行驅離，美國國務院副發言人表示，美國支持台灣的民主，期望台灣內部針對服貿的討論，可以以和平方式進行。\n\n\n美國國務院副發言人哈夫：「我們當然支持台灣充滿活力的民主，可以容許各項議題，以這種健全的政治對話來進行，我想關於你所提到的服貿協議，相關議題應該由台灣來決定，我們希望相關討論可以以和平、文明的方式來進行。」\n\n\n美方採取不介入的態度，認為服貿協議應由台海雙方來決定，鼓勵兩岸針對降低緊張關係持續進行建設性對話，並且表示現階段，並不擔心大規模示威會造成台灣內部的不穩定。\n\n\n/static/forum_attachment/img/FILE_DB/newsphoto/shihwei8@tvbs.com.tw/201403/2014032510352794.JPG\n\n\n\n\n/static/forum_attachment/img/FILE_DB/newsphoto/shihwei8@tvbs.com.tw/201403/20140325103522836.JPG\n
10,http://www.bcc.com.tw/news_view.asp?nid=2301273,1395711351,1395711380,中共官媒評學運：學生畏懼開放變化,"\n    大陸人民網旗下的「環球時報」，發布了一篇題為「台灣學生懼開放變化，激進還是保守」的社評。評論認為，服貿協議「肯定是向台灣讓了利」，而台灣目前出現激進抗爭，是因為與南韓一樣，「民族主義與民粹主義嚴重，長期在兩岸問題上患得患失」，同時受到民進黨帶頭「逢中必反」使然。\n評論並認為，反服貿的台灣學生，是「表現了一種怕吃虧、怕變化，而更願意守住現狀的心理，他們缺少投身區域經濟整合併，一顯身手的雄心和勇氣。」\n評論指出，大陸民眾在看待台灣抗爭時，已經採取了一種「超脫」而從容的心態，大陸民眾認為，這場學運「傷不到大陸的利益」，反而是對台灣法治「造成沉痛打擊」。
\n"
10,http://www.bcc.com.tw/news_view.asp?nid=2301256,1395711351,1395715056,學運領袖被起底 蔡英文陣營：尊重自主思考 沒有操控,"\n    反服貿學生佔領立法院的行動持續進行，部分學生領袖被質疑和民進黨前主席蔡英文陣營有密切關係，蔡英文陣營表示，這些學生領袖的確在不同時間參與過他們舉辦的活動，但如果就此認為學生屬於哪個陣營，是欠缺對現代公民社會認知的傳統思維。\n在這次佔領行動中扮演重要角色的清大研究生陳為廷，曾在2012年總統大選時，擔任蔡英文、楊長鎮苗栗聯合競選總部青年後援會會長；另一位要角，就讀台大政研所的林飛帆，則曾經擔任蔡英文宜蘭青年軍。至於參與佔領行政院行動，遭到檢方移送的魏揚，則曾經是小英基金會的實習生，被分派到民進黨立委姚文智辦公室實習。\n不過，蔡英文辦公室發表聲明表示，這幾位學生曾在不同時期，參與過他們舉辦的活動，他們參與學生運動，是基於理想和自主，他們充分尊重。\n蔡英文辦公室表示，這些學生對公共事務的關心不是短期的，學生有自主和獨立的思考能力，並非政治力量可以操控。說學生是哪個政治陣營，不但是瞧不起、矮化他們，也是欠缺對現代公民社會認知的傳統思維。
\n"
13,http://news.cts.com.tw/nownews/politics/201403/201403251396597.html,1395711357,1395711412,大學教授：這是台灣民主是否將死的關鍵時刻,http://news.cts.com.tw/photo/nownews/201403/201403251396597_o.jpg\n太陽花學運方興未艾，由一群大學教授們組成的台灣守護民主平台昨(24)日在立法院青島東路門口前發表聲明指出，民主必須重生─支持召開「公民憲政會議」。聲明說，馬英九在3月23日的記者會對於整件事情給出了他的答案：一，抗爭行為違法；二，唯一出路是，讓服貿協議「在立法院院會，逐條審查，逐條表決」；三、兩岸協議由行政權決定，國會無權立法監督。至此，馬英九肯定張慶忠的行徑有法律效力，對於佔領行動的訴求則完全否決，更確認：他的統治模式就是這個國家的基準。馬所否決的是民主體制，所確認的，則是總統透過黨主席身份，一手控制行政權與立法權的統治模式，也就是獨裁統治。說明說，馬英九在這場記者會，已經向國際宣告，他的統治模式仍會繼續。這就意味著：在318佔領行動時，台灣的憲政民主早已失靈；在323，則正式終止。如果台灣人接受馬英九的定調，就表示從今以後，我們就要接受獨裁統治。如果這不是台灣人的意思，如果我們仍要自己的國家是一個憲政民主國家，那麼，我們此時要做的，就不只是一場社會運動，也不只是一場不服從或抵抗運動，而是重塑憲政民主體制的政治行動。說明說，我們必須認清，此時此刻台灣已處於重大的憲政危機。佔領行動已經提出「公民憲政會議」，我們認為這是因應當前情況，讓台灣民主重生的一個契機。?以下，我們要指出「公民憲政會議」所需面對的憲政問題：一、馬總統已喪失統治正當性，應負起政治責任；二、憲政體制千瘡百孔憲政制度中，權責關係不對稱，總統可以兼任政黨主席，選舉制度造成大黨獨大，排除少數之參政機會，不當黨產妨害政黨公平競爭等，導致權力分立與制衡功能失靈；公民投票權未獲得應有的憲法地位；罷免權行使門檻過高；三、兩岸關係之法治基礎薄弱兩岸人民關係條例之空白授權給予行政權專斷之藉口，導致台灣民主、自由與人權之價值與自主性受到嚴重侵蝕；四、社會經濟不正義政商權貴集團壟斷國家利益，新自由主義與發展主義之國家政策取向已嚴重侵害弱者之經濟、社會、文化權與尊嚴，更掠奪了土地與環境資源；五、體制失靈在行政、立法、政黨之外，司法與媒體兩部門也無法有效回應人民所承受的上述問題，甚至強化與加深這些問題。這是台灣民主是否將死的關鍵時刻。我們呼籲，各個政治力量應負起責任與公民社會一起尋求台灣民主重生之路。?\n
